X,Y,OBJECTID,GlobalID,case_number,crime_category,crime_code,crime_description,crime_type,reported_block_address,city_of_incident,city,district,reported_date,reported_year,reported_month,reported_day,reported_hour,reported_dayofwk,latitude,longitude,agency,updated_date
-8776389.76679265,4263419.70655226,681766,7ebc2119-8cd9-483b-a4a6-7beec4002d1a,P22025533,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,800 BLOCK OAK CENTER DR,APEX,RALEIGH,Southeast,2022/05/12 13:56:00+00,2022,5,12,9,Thursday,35.7291730530001,-78.839650669,RPD,2022/05/17 01:35:06.303+00
-8745630.45345525,4262798.91612877,681767,1659b731-dbf5-456e-b94e-c53955e2beb5,P22025551,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4200 BLOCK LITTLE FELLOW LA,WAKE COUNTY,RALEIGH,Southeast,2022/05/12 16:43:00+00,2022,5,12,12,Thursday,35.7246458720001,-78.563335056,RPD,2022/05/17 01:35:44.680+00
-8758233.5106448,4278578.48581328,681772,a4505bc9-511c-482b-9d97-ed1c1e467da7,P22025010,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4300 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Northwest,2022/05/09 19:45:00+00,2022,5,9,15,Monday,35.839640198,-78.676550245,RPD,2023/04/27 05:56:01.877+00
-8754223.28966372,4269323.35739971,681775,a27fe39c-f1a5-4c3c-865d-c6108f4abc62,P22025233,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,700 BLOCK S SALISBURY ST,RALEIGH,RALEIGH,Downtown,2022/05/10 20:11:00+00,2022,5,10,16,Tuesday,35.772213202,-78.640525817,RPD,2022/05/17 01:20:52.260+00
-8747184.24411725,4281868.64958415,681786,d2bbe028-1505-46f8-a003-4a11a1fb6ea5,P22025567,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,3600 BLOCK SUMNER BLVD,RALEIGH,RALEIGH,Northeast,2022/05/12 18:18:00+00,2022,5,12,14,Thursday,35.86359645,-78.5772929949999,RPD,2022/05/17 01:36:34.867+00
-8758925.884593,4278467.38247024,681801,75ed6b36-224d-4762-875f-592c52df74bc,P22025690,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4600 BLOCK RIVERWOOD CIR,RALEIGH,RALEIGH,Northwest,2022/05/13 13:27:00+00,2022,5,13,9,Friday,35.8388311090001,-78.682769946,RPD,2022/05/17 01:40:51.333+00
-8769468.70510093,4288190.97259934,681802,18867d49-b600-49eb-9b38-d0346105c13f,P22025692,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,10000 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Northwest,2022/05/13 12:49:00+00,2022,5,13,8,Friday,35.9096100570001,-78.777477714,RPD,2022/05/17 01:40:59.817+00
-8745314.04617039,4292650.87122583,681803,957d1016-f3e9-40c2-ac48-6d0e9046f8e5,P22025695,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,13200 BLOCK NEW FALLS OF NEUSE RD,RALEIGH,RALEIGH,North,2022/05/13 14:22:00+00,2022,5,13,10,Friday,35.94205293,-78.5604927209999,RPD,2022/05/17 13:41:34.853+00
-8747617.70239954,4280703.66166939,681805,ea83ab39-01d6-4148-91ee-f2153f71630f,P22025699,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,5100 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2022/05/13 14:49:00+00,2022,5,13,10,Friday,35.855114799,-78.5811868169999,RPD,2022/05/17 01:41:24.987+00
-8763932.67171943,4283226.40083192,681811,58bb86d8-f30c-43bd-80e8-6bfab646311e,P22025712,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,8100 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Northwest,2022/05/13 16:13:00+00,2022,5,13,12,Friday,35.8734803620001,-78.7277466799999,RPD,2022/05/17 01:41:52.333+00
-8756107.25337882,4271634.76195059,681816,012731a7-b235-48d8-830d-95d1f39db3a4,P22025722,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,1900 BLOCK CLARK AVE,RALEIGH,RALEIGH,Southwest,2022/05/13 17:04:00+00,2022,5,13,13,Friday,35.789057992,-78.6574497509999,RPD,2022/05/17 01:42:26.227+00
-8755348.52255007,4286566.0148223,681818,bc8db040-5aa6-4ee0-bd88-4c493a2e75e6,P22025725,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,8700 BLOCK SIX FORKS RD,RALEIGH,RALEIGH,Northwest,2022/05/13 15:47:00+00,2022,5,13,11,Friday,35.8977862340001,-78.650633956,RPD,2022/05/17 01:42:43.023+00
-8747607.76223693,4282697.59960116,681820,9397f42e-81dc-4d92-a4bd-934a9fc46d58,P22025728,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,6200 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2022/05/13 17:01:00+00,2022,5,13,13,Friday,35.869631037,-78.581097523,RPD,2022/06/16 17:38:32.760+00
-8745505.54118672,4272942.49287664,681821,85216d2e-0734-45ba-a4ac-cec417aeecb6,P22025729,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4400 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2022/05/13 17:29:00+00,2022,5,13,13,Friday,35.798586743,-78.5622129499999,RPD,2022/05/17 16:12:42.283+00
-8747587.70124017,4280329.66255705,681824,7a212714-1335-4501-9221-786c79f9fd7a,P22025738,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4900 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2022/05/13 17:45:00+00,2022,5,13,13,Friday,35.8523917200001,-78.5809173119999,RPD,2022/05/17 01:43:08.273+00
-8751069.31950415,4278170.508473,681825,ded156ce-8fe5-4c47-bbb9-9b46c9af5dfd,P22025740,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,1700 BLOCK NEW HOPE CHURCH RD,RALEIGH,RALEIGH,North,2022/05/13 17:15:00+00,2022,5,13,13,Friday,35.83666914,-78.612193221,RPD,2022/05/17 01:43:16.780+00
-8754427.17620916,4271910.77763431,681830,49d01378-5ba7-41e5-9641-599dee9cb64b,P22025749,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,700 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Downtown,2022/05/13 18:44:00+00,2022,5,13,14,Friday,35.791069269,-78.6423573609999,RPD,2022/06/14 23:15:49.987+00
-8747184.24411725,4281868.64958415,681832,7b4b9b8a-38ed-469b-b50f-b39be5d9a9c7,P22025753,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,3600 BLOCK SUMNER BLVD,RALEIGH,RALEIGH,Northeast,2022/05/13 16:39:00+00,2022,5,13,12,Friday,35.86359645,-78.5772929949999,RPD,2022/06/22 15:24:38.427+00
-8745505.54118672,4272942.49287664,681837,4ed7ea2c-50df-4cc5-8322-fd66ea26cea1,P22025761,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4400 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2022/05/13 18:40:00+00,2022,5,13,14,Friday,35.798586743,-78.5622129499999,RPD,2022/05/17 01:44:33.393+00
-8747508.76726092,4270404.74262573,681842,52e5538d-d71d-4d0a-baf1-6b428c225469,P22025776,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,200 BLOCK MICHAEL J SMITH LN,RALEIGH,RALEIGH,Southeast,2022/05/13 17:20:00+00,2022,5,13,13,Friday,35.7800944420001,-78.580208236,RPD,2022/05/17 01:45:07.187+00
-8742176.54862379,4263163.84619951,681845,4b54708c-6a25-41ec-b696-b683bf44577e,P22025791,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,7100 BLOCK MISSIONARY RIDGE DR,RALEIGH,RALEIGH,Southeast,2022/05/13 21:42:00+00,2022,5,13,17,Friday,35.727307195,-78.532308101,RPD,2022/05/17 01:45:32.427+00
-8742959.82328519,4286144.44790124,681851,07db31e6-69f1-47ee-b148-f69f6237fd72,P22025805,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,6000 BLOCK NEUSE WOOD DR,RALEIGH,RALEIGH,North,2022/05/13 22:18:00+00,2022,5,13,18,Friday,35.894718461,-78.539344377,RPD,2023/04/03 14:22:45.783+00
-8754964.04796069,4271488.07696641,681875,fbbe8967-7dd7-406d-9e13-ce658db8c788,P22025878,LARCENY,35A,Larceny/Pocket-Picking,CRIMES AGAINST PROPERTY,600 BLOCK GLENWOOD AV,RALEIGH,RALEIGH,Downtown,2022/05/14 06:37:00+00,2022,5,14,2,Saturday,35.7879891040001,-78.647180162,RPD,2022/05/17 01:49:06.283+00
-8745505.54118672,4272942.49287664,681948,f818a596-a0fa-4ea5-a149-20ae5f754f2e,P22025899,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4400 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2022/05/14 12:30:00+00,2022,5,14,8,Saturday,35.798586743,-78.5622129499999,RPD,2022/10/26 21:22:32.093+00
-8752571.51302557,4270542.64161571,681959,98fd8fe1-5f64-4e01-959d-d55c45dbf111,P22025915,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,100 BLOCK IDLEWILD AVE,RALEIGH,RALEIGH,Downtown,2022/05/14 14:56:00+00,2022,5,14,10,Saturday,35.7810994070001,-78.625687655,RPD,2022/05/17 01:52:03.837+00
-8756237.64980207,4268117.32870977,681960,cc0d36a6-2b2e-4456-9d5a-abd42ee72e1f,P22025916,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,1200 BLOCK GOODE ST,RALEIGH,RALEIGH,Southwest,2022/05/14 13:37:00+00,2022,5,14,9,Saturday,35.7634226270001,-78.6586211219999,RPD,2022/05/18 00:29:48.153+00
-8759741.91646172,4276568.26381792,681966,d18abdb5-acfc-400f-b668-bc4409d513ad,P22025929,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3100 BLOCK MORNINGSIDE DR,RALEIGH,RALEIGH,Southwest,2022/05/14 15:53:00+00,2022,5,14,11,Saturday,35.824999862,-78.690100485,RPD,2023/04/27 06:00:36.047+00
-8745505.54118672,4272942.49287664,681970,612a973c-25d4-43fc-a2d9-d509cb7d7403,P22025934,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4400 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2022/05/14 17:05:00+00,2022,5,14,13,Saturday,35.798586743,-78.5622129499999,RPD,2022/12/06 18:18:38.600+00
-8742829.27045806,4283506.58299644,681972,344b23ee-9b99-4a72-8dd9-f2cc40dfac07,P22025937,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,7500 BLOCK RAMBLE WAY,RALEIGH,RALEIGH,North,2022/05/14 15:59:00+00,2022,5,14,11,Saturday,35.8755198280001,-78.538171601,RPD,2022/05/17 13:51:58.237+00
-8758233.5106448,4278578.48581328,681978,28a5f41c-49f1-47cb-964c-0fe9c82cafa7,P22025958,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4300 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Northwest,2022/05/14 19:17:00+00,2022,5,14,15,Saturday,35.839640198,-78.676550245,RPD,2022/05/17 16:13:24.510+00
-8747504.43815724,4279705.4307299,681984,ed0e0fb2-9588-43f6-b51c-cf25acf4abb2,P22025975,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4600 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2022/05/14 20:26:00+00,2022,5,14,16,Saturday,35.8478464940001,-78.580169347,RPD,2022/05/17 01:53:35.963+00
-8755151.42538037,4262961.09833102,681990,44fc45f1-9bf5-4258-90d0-a26f9d9ca2fa,P22025988,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3900 BLOCK S WILMINGTON ST,RALEIGH,RALEIGH,Southeast,2022/05/14 22:26:00+00,2022,5,14,18,Saturday,35.725828628,-78.648863402,RPD,2022/06/14 23:17:39.437+00
-8748303.85826363,4277587.65178915,681997,6324b882-d13a-410e-a219-3abf11a9eba7,P22026010,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3700 BLOCK SARATOGA DR,RALEIGH,RALEIGH,Northeast,2022/05/14 20:08:00+00,2022,5,14,16,Saturday,35.832424346,-78.58735066,RPD,2022/05/17 01:55:42.289+00
-8753885.12353723,4269779.58581059,682074,29cb4c72-7b6b-43a5-acd6-749a9daf1f32,P22025985,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,100 BLOCK E DAVIE ST,RALEIGH,RALEIGH,Downtown,2022/05/14 22:22:00+00,2022,5,14,18,Saturday,35.775538334,-78.637488019,RPD,2022/05/17 01:54:09.940+00
-8765304.33924172,4271803.51700578,682084,831fc413-d046-43f4-928a-96593a03053c,P22026067,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,600 BLOCK CORPORATE CENTER DR,RALEIGH,RALEIGH,Southwest,2022/05/15 06:50:00+00,2022,5,15,2,Sunday,35.7902876860001,-78.740068579,RPD,2022/05/17 01:58:40.360+00
-8764488.09519804,4273849.06828972,682100,e9a41698-2242-4f7e-aaa3-089de6ef6fee,P22026097,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,5300 BLOCK THICKET HILL LN,RALEIGH,RALEIGH,Southwest,2022/05/15 12:34:00+00,2022,5,15,8,Sunday,35.8051918130001,-78.7327361339999,RPD,2023/04/27 06:01:38.769+00
-8754964.04796069,4271488.07696641,682103,a49609d8-9344-4b60-ac5f-bb68e0a9c12b,P22026100,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,600 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Downtown,2022/05/15 12:56:00+00,2022,5,15,8,Sunday,35.7879891040001,-78.647180162,RPD,2022/05/17 23:45:43.400+00
-8748232.21637893,4281489.28582964,682113,44c06803-3657-4597-b298-dd9492ef9ef9,P22026119,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,5800 BLOCK OAK FOREST DR,RALEIGH,RALEIGH,Northeast,2022/05/15 15:12:00+00,2022,5,15,11,Sunday,35.860834606,-78.5867070899999,RPD,2022/05/17 02:01:21.080+00
-8750177.98756963,4266996.9199176,682114,5fbbe0b0-704d-4ca5-8d61-49ddedf885bd,P22026120,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,1900 BLOCK CARTIER RUBY LN,RALEIGH,RALEIGH,Southeast,2022/05/15 15:49:00+00,2022,5,15,11,Sunday,35.755255253,-78.6041862499999,RPD,2022/05/17 09:01:51.140+00
-8754961.8451706,4271541.96119072,682118,d329ad2d-d860-4a8b-8788-7f7220170a8a,P22026129,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,600 BLOCK GLENWOOD AV,RALEIGH,RALEIGH,Downtown,2022/05/15 16:59:00+00,2022,5,15,12,Sunday,35.7883817580001,-78.647160374,RPD,2022/05/17 02:01:56.209+00
-8746057.58378108,4294278.67653855,682124,e0e1f7b9-914b-4fcc-8960-b77ae4efbcf3,P22026146,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,2200 BLOCK WAKEFIELD PLANTATION DR,WAKE COUNTY,RALEIGH,North,2022/05/15 18:22:00+00,2022,5,15,14,Sunday,35.9538908430001,-78.567172033,RPD,2022/05/17 02:02:37.053+00
-8744044.00388104,4262691.40412513,682128,32a49e0f-ec4f-4705-9b53-9760cbd62566,P22026159,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,6200 BLOCK ROCK QUARRY RD,WAKE COUNTY,RALEIGH,Southeast,2022/05/15 20:17:00+00,2022,5,15,16,Sunday,35.723861803,-78.549083737,RPD,2022/06/16 13:02:44.513+00
-8758233.5106448,4278578.48581328,682132,7f4f724b-98eb-4d3a-a875-2ab5c4015bc3,P22026166,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4300 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Northwest,2022/05/15 21:12:00+00,2022,5,15,17,Sunday,35.839640198,-78.676550245,RPD,2022/06/14 23:19:59.563+00
-8758414.66586154,4280104.52273504,682145,1e335f79-9d3d-4395-a5f8-eade170b6c70,P22026191,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4900 BLOCK TALL TIMBER DR,RALEIGH,RALEIGH,Northwest,2022/05/15 22:09:00+00,2022,5,15,18,Sunday,35.850752437,-78.67817759,RPD,2022/09/07 14:39:23.723+00
-8750229.50511678,4270351.97203948,682151,c23d90a1-dd03-4dd9-9244-ff8ec6026ccf,P22026202,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,2100 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2022/05/16 02:04:00+00,2022,5,15,22,Sunday,35.7797098630001,-78.60464904,RPD,2022/05/19 20:32:15.790+00
-8749326.60664189,4275711.54154274,682219,143922b2-04fe-4869-9323-bcd02e2e0916,P22026237,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,2800 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2022/05/16 11:07:00+00,2022,5,16,7,Monday,35.8187595800001,-78.596538165,RPD,2022/05/23 22:32:04.510+00
-8754100.42801152,4282363.67949161,682229,359d275b-0418-482a-b8df-119ff8ac2e11,P22026262,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,6300 BLOCK TERRA VERDE DRIVE,RALEIGH,RALEIGH,North,2022/05/16 13:59:00+00,2022,5,16,9,Monday,35.8672002220001,-78.6394221319999,RPD,2022/05/17 02:07:03.009+00
-8748164.25928071,4283603.4225744,682231,09562f69-a5be-41a3-bf31-21fda4c06f4e,P22026264,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3000 BLOCK JEHOSSEE ST,RALEIGH,RALEIGH,Northeast,2022/05/16 14:15:00+00,2022,5,16,10,Monday,35.8762247180001,-78.586096621,RPD,2022/05/17 02:07:17.790+00
-8747587.70124017,4280329.66255705,682239,ea98f842-28cd-43e3-aaed-dedb67a21f31,P22026291,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4900 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2022/05/16 15:40:00+00,2022,5,16,11,Monday,35.8523917200001,-78.5809173119999,RPD,2023/04/27 06:03:24.743+00
-8755163.0682859,4267043.25135446,682240,4abdaba9-9b71-47af-9f9c-a51f4552643e,P22026292,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,1800 BLOCK S SAUNDERS ST,RALEIGH,RALEIGH,Downtown,2022/05/16 14:59:00+00,2022,5,16,10,Monday,35.7555930090001,-78.6489679919999,RPD,2022/05/17 16:15:06.500+00
-8760179.41842451,4269087.00817612,682241,3f349c68-9944-472a-be7d-3ff728faf492,P22026293,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,2100 BLOCK GORMAN ST,RALEIGH,RALEIGH,Southwest,2022/05/16 15:17:00+00,2022,5,16,11,Monday,35.7704905620001,-78.694030632,RPD,2022/05/17 14:12:25.157+00
-8750677.44484029,4273041.50911719,682247,b246d4be-7e62-4121-ac6c-ae97e7a55054,P22026308,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,1300 BLOCK PARK GLEN DR,RALEIGH,RALEIGH,Northeast,2022/05/16 16:59:00+00,2022,5,16,12,Monday,35.7993081760001,-78.608672951,RPD,2022/05/27 13:31:55.067+00
-8761774.17877795,4276702.87044121,682264,92795e9b-7afd-4a24-bc97-649992ca5af1,P22026362,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3100 BLOCK CHARLES B ROOT WYND,RALEIGH,RALEIGH,Northwest,2022/05/16 19:16:00+00,2022,5,16,15,Monday,35.8259802790001,-78.708356608,RPD,2023/04/26 13:53:27.430+00
-8757908.66623309,4284559.73072301,682267,fa940d97-85d5-4a01-b751-7f4dfc18718f,P22026373,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,1500 BLOCK SAWMILL RD,RALEIGH,RALEIGH,Northwest,2022/05/16 19:55:00+00,2022,5,16,15,Monday,35.8831852960001,-78.6736321179999,RPD,2023/04/26 13:53:28.260+00
-8747714.13368768,4278011.26628378,682272,1543b749-93c9-4c45-9b1d-a25b708b65e3,P22026398,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4000 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2022/05/16 22:27:00+00,2022,5,16,18,Monday,0,0,RPD,2024/09/20 16:05:35.790+00
-8755672.42675736,4281795.41718714,682276,b61d7216-0edd-4ed0-8639-342fcd1437d0,P22026410,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,6200 BLOCK DIXON DR,RALEIGH,RALEIGH,North,2022/05/17 00:06:00+00,2022,5,16,20,Monday,35.8630633110001,-78.653543637,RPD,2022/09/27 20:18:35.703+00
-8746496.83557494,4282667.1075185,682294,4defaca7-0340-4167-b13a-140360695c19,P22026440,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,TRIANGLE PROMENADE DR  &  TRIANGLE TOWN BLVD,RALEIGH,RALEIGH,Northeast,2022/05/17 04:30:00+00,2022,5,17,0,Tuesday,35.869409069,-78.5711178989999,RPD,2022/09/27 20:46:42.790+00
-8753765.11734129,4272547.85696699,682302,09105a63-27c2-4af4-80e5-2e6a842c9527,P22026342,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,1100 BLOCK HARP ST,RALEIGH,RALEIGH,Downtown,2022/05/16 18:57:00+00,2022,5,16,14,Monday,35.7957113580001,-78.6364099849999,RPD,2022/06/14 23:21:57.080+00
-8745630.45345525,4262798.91612877,682342,8750ba49-199c-4b80-825d-61d3c5cd27a4,P22026315,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4200 BLOCK LITTLE FELLOW LA,WAKE COUNTY,RALEIGH,Southeast,2022/05/16 17:33:00+00,2022,5,16,13,Monday,35.7246458720001,-78.563335056,RPD,2022/05/23 16:34:00.417+00
-8754965.51648741,4271452.15434385,682365,f7ec8442-e516-4a61-95ad-7643b556e964,P22026285,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,600 BLOCK GLENWOOD AV,RALEIGH,RALEIGH,Downtown,2022/05/16 15:19:00+00,2022,5,16,11,Monday,35.7877273350001,-78.647193354,RPD,2022/05/17 16:14:58.597+00
-8745505.54118672,4272942.49287664,682370,fc49f8dc-3a01-42ab-ad8e-2e6d48de427c,P22026356,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4400 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2022/05/16 18:51:00+00,2022,5,16,14,Monday,35.798586743,-78.5622129499999,RPD,2022/05/17 21:12:02.993+00
-8755172.94065495,4266169.48552822,682376,c2e2ec54-5c56-4758-aff8-3093ab4c9aec,P22026444,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,2500 BLOCK S SAUNDERS ST,RALEIGH,RALEIGH,Southwest,2022/05/17 03:18:00+00,2022,5,16,23,Monday,35.7492230180001,-78.649056677,RPD,2022/05/18 20:31:20.680+00
-8766274.75844243,4285159.62826893,682392,53f7500a-bfae-4182-82a2-827324fe9aa2,P22026478,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,8200 BLOCK BROWNLEIGH DR,RALEIGH,RALEIGH,Northwest,2022/05/17 14:32:00+00,2022,5,17,10,Tuesday,35.8875513940001,-78.748786003,RPD,2022/05/18 19:10:13.230+00
-8747852.75784581,4275332.65147153,682395,b6d60cb9-722c-439b-9308-af62fa56e149,P22026482,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,2700 BLOCK BROADLANDS DR,RALEIGH,RALEIGH,Northeast,2022/05/17 14:59:00+00,2022,5,17,10,Tuesday,35.8159996250001,-78.5832983559999,RPD,2022/05/17 18:22:04.913+00
-8745505.54118672,4272942.49287664,682398,577448e8-6c54-4883-9bb3-6cfdaf4257d8,P22026486,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4400 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2022/05/17 14:59:00+00,2022,5,17,10,Tuesday,35.798586743,-78.5622129499999,RPD,2022/06/14 23:23:57.463+00
-8746136.34354533,4281957.81745999,682406,e4fcb0ab-fb25-434f-a67f-824e3a82af8c,P22026503,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,5900 BLOCK POYNER ANCHOR LANE,RALEIGH,raleigh,Northeast,2022/05/15 18:20:00+00,2022,5,15,14,Sunday,35.864245596,-78.5678795439999,RPD,2022/05/24 16:54:00.857+00
-8754965.51648741,4271452.15434385,682409,ef9241c0-43a8-44df-9232-e548b9deacd1,P22026512,LARCENY,35A,Larceny/Pocket-Picking,CRIMES AGAINST PROPERTY,600 BLOCK GLENWOOD AV,RALEIGH,RALEIGH,Downtown,2022/05/17 17:13:00+00,2022,5,17,13,Tuesday,35.7877273350001,-78.647193354,RPD,2022/05/17 18:53:43.649+00
-8759481.92377972,4272338.84173815,682416,6cc162a7-3f06-4958-a8bc-285cfaed61e2,P22026520,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3800 BLOCK HILLSBOROUGH ST,RALEIGH,RALEIGH,Southwest,2022/05/17 17:31:00+00,2022,5,17,13,Tuesday,35.794188395,-78.6877649309999,RPD,2023/04/27 06:04:25.769+00
-8758683.14453965,4280588.16865779,682419,a13ada78-248f-4da6-91f3-32d199128ca0,P22026523,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,5300 BLOCK CREEDMOOR RD,RALEIGH,RALEIGH,Northwest,2022/05/17 16:59:00+00,2022,5,17,12,Tuesday,0,0,RPD,2025/01/30 09:16:35.903+00
-8755124.86288007,4270787.08757593,682422,586fce7a-1ddc-4fcb-91fb-4e5ed356faf2,P22026529,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,600 BLOCK W JONES ST,RALEIGH,RALEIGH,Downtown,2022/05/17 17:57:00+00,2022,5,17,13,Tuesday,35.782880822,-78.648624787,RPD,2022/05/18 12:44:04.300+00
-8747587.70124017,4280329.66255705,682424,c5e25fc0-eae9-47d8-8754-d1a128bd02aa,P22026532,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4900 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2022/05/17 18:43:00+00,2022,5,17,14,Tuesday,35.8523917200001,-78.5809173119999,RPD,2022/05/20 00:30:43.260+00
-8751124.65219288,4270362.90446912,682427,753644a8-2c86-4094-b93c-6334ab665cb6,P22026542,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,1800 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2022/05/17 18:32:00+00,2022,5,17,14,Tuesday,35.7797895360001,-78.6126902829999,RPD,2022/08/09 20:06:50.327+00
