X,Y,OBJECTID,GlobalID,case_number,crime_category,crime_code,crime_description,crime_type,reported_block_address,city_of_incident,city,district,reported_date,reported_year,reported_month,reported_day,reported_hour,reported_dayofwk,latitude,longitude,agency,updated_date
-8751477.05096155,4270402.82790215,661227,77a678dd-43b7-41f6-8a30-d2166700134d,P22000306,LARCENY,35E,Larceny/Theft from Coin-Operated Machine,CRIMES AGAINST PROPERTY,1600 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2022/01/03 00:37:00+00,2022,1,2,19,Sunday,35.7800804880001,-78.615855935,RPD,2022/01/08 16:41:30.150+00
-8745559.21232073,4272922.08688604,661288,3fdfe4c2-5df6-4ead-9664-69c9108b80fa,P22000344,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4400 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2022/01/03 13:16:00+00,2022,1,3,8,Monday,35.798438064,-78.562695086,RPD,2023/04/27 04:07:36.550+00
-8753968.68584695,4270122.81671377,661292,8f6ab07b-bdd6-4748-bb9a-51eeff52defa,P22000353,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,200 BLOCK S WILMINGTON ST,RALEIGH,RALEIGH,Downtown,2022/01/03 13:51:00+00,2022,1,3,8,Monday,35.7780398140001,-78.6382386719999,RPD,2022/01/20 17:31:02.820+00
-8754995.58466111,4270780.57819463,661293,72950907-e5e6-43a7-b646-26c71c3f3a8d,P22000355,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,200 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Downtown,2022/01/03 14:19:00+00,2022,1,3,9,Monday,35.7828333850001,-78.647463461,RPD,2022/01/12 01:12:00.440+00
-8756379.61365625,4271889.45821329,661297,78df1753-54b5-4747-9c75-9cc2c8642a7a,P22000363,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,2000 BLOCK CAMERON ST,RALEIGH,RALEIGH,Southwest,2022/01/03 15:07:00+00,2022,1,3,10,Monday,0,0,RPD,2024/12/10 19:20:26.060+00
-8745505.54118672,4272942.49287664,661299,f26859f7-f588-4ad9-a295-3cd11401b345,P22000366,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4400 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Northeast,2022/01/03 15:34:00+00,2022,1,3,10,Monday,35.798586743,-78.5622129499999,RPD,2023/04/27 04:07:43.687+00
-8747587.37763442,4280328.94728074,661305,3a2f8cc4-08d8-4cc5-b214-4762da590d52,P22000379,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4900 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,North,2022/01/03 16:45:00+00,2022,1,3,11,Monday,0,0,RPD,2025/02/19 21:57:06.020+00
-8750169.71107681,4272301.99556524,661325,0e720c07-08e8-4835-8300-34b4f1120aa2,P22000437,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,2400 BLOCK REMINGTON RD,RALEIGH,RALEIGH,Southeast,2022/01/03 23:07:00+00,2022,1,3,18,Monday,0,0,RPD,2025/02/28 14:25:40.480+00
-8754499.97960142,4282193.06008677,661347,f52044bd-e552-4299-bdd2-215eee7b333c,P22000482,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,200 BLOCK RIDGEWOOD DR,RALEIGH,RALEIGH,North,2022/01/04 06:48:00+00,2022,1,4,1,Tuesday,35.8659581470001,-78.6430113649999,RPD,2022/01/08 16:49:56.080+00
-8746827.2442914,4281846.81891879,661402,d43538e2-1b08-44ce-ac72-1f42657a6600,P22000415,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,3800 BLOCK SUMNER BLVD,RALEIGH,RALEIGH,Northeast,2022/01/03 20:18:00+00,2022,1,3,15,Monday,35.863437521,-78.574086011,RPD,2022/01/06 20:05:33.750+00
-8755171.52611818,4266094.5046213,661412,74733b3b-eef3-41d9-99c0-5374b17b7b75,P22000490,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,2600 BLOCK S SAUNDERS ST,RALEIGH,RALEIGH,Southwest,2022/01/04 11:44:00+00,2022,1,4,6,Tuesday,35.7486763630001,-78.64904397,RPD,2022/01/08 16:50:48.257+00
-8751443.25826033,4280256.5348633,661413,2df7bb6a-eb23-4652-bf35-c8c2a108f079,P22000492,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,1300 BLOCK PADDOCK DR,RALEIGH,RALEIGH,North,2022/01/04 12:09:00+00,2022,1,4,7,Tuesday,35.8518592680001,-78.61555237,RPD,2022/01/08 16:50:59.049+00
-8745044.71690006,4292629.3229148,661424,ff436569-dbec-45f0-8e0b-49464feec576,P22000520,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,2900 BLOCK WAKEFIELD PINES DR,RALEIGH,RALEIGH,Northeast,2022/01/04 15:43:00+00,2022,1,4,10,Tuesday,35.9418962120001,-78.558073295,RPD,2022/04/25 20:39:21.190+00
-8747786.59978187,4277933.10520396,661428,d329d6da-a39c-4e5e-8eee-bb109d964590,P22000530,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,3900 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,North,2022/01/04 17:37:00+00,2022,1,4,12,Tuesday,35.8349402210001,-78.582704048,RPD,2022/01/08 16:53:07.857+00
-8770320.08079666,4288126.6838927,661429,439d2a50-fe55-42e4-a3aa-5dc0aef28044,P22000531,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,8200 BLOCK BRIER CREEK PKWY,RALEIGH,RALEIGH,Northwest,2022/01/04 18:13:00+00,2022,1,4,13,Tuesday,35.909142301,-78.7851257519999,RPD,2022/02/21 13:50:35.217+00
-8753885.12353723,4269779.58581059,661446,f51bb7c4-420e-4a95-8917-ca8bb9af5a55,P22000587,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,100 BLOCK E DAVIE ST,RALEIGH,RALEIGH,Downtown,2022/01/04 23:20:00+00,2022,1,4,18,Tuesday,35.775538334,-78.637488019,RPD,2022/12/06 18:09:52.769+00
-8751400.40348464,4286278.19249973,661451,0e9ac422-6d0e-4982-b526-8b1bc91e789c,P22000602,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,8500 BLOCK FALLS OF NEUSE RD,RALEIGH,RALEIGH,North,2022/01/05 00:34:00+00,2022,1,4,19,Tuesday,35.895691743,-78.615167399,RPD,2022/01/08 16:56:11.567+00
-8758233.5106448,4278578.48581328,661460,c9405cf7-2484-409f-89fc-19938de354d0,P22000612,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4300 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Northwest,2022/01/04 23:39:00+00,2022,1,4,18,Tuesday,35.839640198,-78.676550245,RPD,2022/01/08 16:57:23.849+00
-8758233.5106448,4278578.48581328,661461,78813587-ff7d-4e60-8ae6-3ad261193bcc,P22000613,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4300 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Northwest,2022/01/04 23:36:00+00,2022,1,4,18,Tuesday,35.839640198,-78.676550245,RPD,2022/01/08 16:57:34.550+00
-8744006.85200287,4272287.72501134,661475,ed6ea737-757e-4684-8deb-bdb5cc5bbd4a,P22000632,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,5200 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2022/01/05 07:14:00+00,2022,1,5,2,Wednesday,35.7938159350001,-78.548749996,RPD,2022/02/05 02:53:52.053+00
-8744006.85200287,4272287.72501134,661476,7107f4ba-67bb-4a81-a971-e193cbbe2bc4,P22000633,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,5200 BLOCK NEW BERN AV,RALEIGH,RALEIGH,Southeast,2022/01/05 07:45:00+00,2022,1,5,2,Wednesday,35.7938159350001,-78.548749996,RPD,2023/02/18 13:26:59.670+00
-8770009.44475948,4288531.18297633,661512,95bde859-8f1f-469d-8d69-a5197cb33699,P22000592,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,8000 BLOCK BRIER CREEK PKWY,RALEIGH,RALEIGH,Northwest,2022/01/04 23:16:00+00,2022,1,4,18,Tuesday,35.9120853360001,-78.782335261,RPD,2022/01/08 16:55:36.980+00
-8750007.46191711,4278200.89569157,661529,8fbbc048-b373-4555-9740-09f4cef26f1b,P22000658,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,2100 BLOCK SINGLETON INDUSTRIAL DR,RALEIGH,RALEIGH,North,2022/01/05 12:13:00+00,2022,1,5,7,Wednesday,35.836890436,-78.602654392,RPD,2022/01/08 17:01:33.053+00
-8749641.83928348,4275489.69577889,661534,b9a34f59-0d61-4492-8525-3a4ca00f5fdb,P22000668,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,2700 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,North,2022/01/05 13:43:00+00,2022,1,5,8,Wednesday,35.817143597,-78.5993699479999,RPD,2022/01/08 17:02:05.070+00
-8739321.66365708,4286138.25982007,661536,338e1eef-0284-4b88-9e69-07d2dd78fac3,P22000674,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,2900 BLOCK FORESTVILLE RD,WAKE COUNTY,RALEIGH,Northeast,2022/01/05 13:26:00+00,2022,1,5,8,Wednesday,35.8946734290001,-78.506662233,RPD,2022/05/31 18:55:00.920+00
-8759501.55920207,4269590.59031853,661537,68662456-0f9c-47c1-b11d-c22ea74f0b8e,P22000678,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,2800 BLOCK CONIFER DR,RALEIGH,RALEIGH,Southwest,2022/01/05 14:08:00+00,2022,1,5,9,Wednesday,35.774160894,-78.6879413189999,RPD,2022/01/08 17:02:50.777+00
-8748366.7816058,4271478.2150407,661538,c7ba02d0-2a8f-4bab-8dc3-1300d892fab7,P22000679,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,3100 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2022/01/05 14:08:00+00,2022,1,5,9,Wednesday,35.7879172400001,-78.5879159099999,RPD,2022/01/08 17:03:02.980+00
-8761404.82371312,4270524.4799296,661541,844b5cb6-1301-4f94-8dbc-4c0677277cee,P22000700,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,1200 BLOCK TEAKWOOD PL,RALEIGH,RALEIGH,Southwest,2022/01/05 14:45:00+00,2022,1,5,9,Wednesday,35.7809670510001,-78.7050386349999,RPD,2022/04/21 00:36:52.640+00
-8766658.52815679,4287331.46177925,661544,f36ea49e-9374-43fc-b580-925d94551f63,P22000706,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,6100 BLOCK WESTGATE RD,RALEIGH,RALEIGH,Northwest,2022/01/05 15:59:00+00,2022,1,5,10,Wednesday,35.9033561430001,-78.752233465,RPD,2022/09/29 18:19:15.013+00
-8754084.14330585,4269970.94214237,661547,71024735-61c3-4f94-95b7-5eadfa99c6cc,P22000710,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,300 BLOCK FAYETTEVILLE ST,RALEIGH,RALEIGH,Downtown,2022/01/05 15:28:00+00,2022,1,5,10,Wednesday,35.7769329560001,-78.6392758439999,RPD,2022/01/11 02:43:08.293+00
-8750277.54504303,4285452.31404385,661549,9945008e-864f-47f7-8580-067b8dfceae1,P22000712,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,7700 BLOCK RAINWATER RD,RALEIGH,RALEIGH,North,2022/01/05 15:45:00+00,2022,1,5,10,Wednesday,35.889681495,-78.6050805899999,RPD,2022/02/09 17:29:06.747+00
-8748366.7816058,4271478.2150407,661550,3d42e161-1731-4c06-8a06-b0a746b8dd74,P22000713,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,3100 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2022/01/05 16:16:00+00,2022,1,5,11,Wednesday,35.7879172400001,-78.5879159099999,RPD,2023/04/27 04:08:19.937+00
-8748519.65332292,4276190.15644115,661553,823cd051-e3ca-4d5a-8032-33dc9fa88298,P22000718,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3100 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2022/01/05 16:07:00+00,2022,1,5,11,Wednesday,35.822245825,-78.58928918,RPD,2022/04/25 20:39:30.513+00
-8770361.42819513,4288009.30846359,661559,eda75258-328e-4184-978b-3a1d2c98770f,P22000731,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,8300 BLOCK BRIER CREEK PKWY,RALEIGH,RALEIGH,Northwest,2022/01/05 16:32:00+00,2022,1,5,11,Wednesday,35.9082882860001,-78.785497182,RPD,2022/01/08 17:07:40.737+00
-8747587.70124017,4280329.66255705,661560,981255b4-ec09-4094-8f09-92672b0e81bc,P22000732,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4900 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,North,2022/01/05 16:27:00+00,2022,1,5,11,Wednesday,35.8523917200001,-78.5809173119999,RPD,2022/04/01 19:39:28.007+00
-8746691.13818015,4282500.92986168,661562,badfd99a-23c5-4623-bf63-6d641bf9c8c2,P22000738,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,7700 BLOCK OLD WAKE FOREST RD,RALEIGH,RALEIGH,Northeast,2022/01/05 17:35:00+00,2022,1,5,12,Wednesday,35.868199363,-78.572863349,RPD,2022/01/08 17:08:12.567+00
-8752857.40953044,4269405.48098042,661563,3d8a38c0-e00d-4420-9382-8f55de981b3a,P22000740,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,500 BLOCK HAYWOOD ST,RALEIGH,RALEIGH,Southeast,2022/01/05 18:01:00+00,2022,1,5,13,Wednesday,35.772811754,-78.628255907,RPD,2022/01/08 17:08:23.209+00
-8764003.29747981,4287976.57347722,661571,cead4190-0819-4d00-a287-a519c0c39de0,P22000764,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,13300 BLOCK STRICKLAND RD,WAKE COUNTY,RALEIGH,Northwest,2022/01/05 20:02:00+00,2022,1,5,15,Wednesday,35.9080501070001,-78.728381122,RPD,2022/01/14 13:10:02.240+00
-8761244.7590871,4280960.76029778,661591,4cfbf79d-87f9-4ae2-b4ff-f112777954de,P22000811,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,6200 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Northwest,2022/01/05 23:36:00+00,2022,1,5,18,Wednesday,35.856986674,-78.70360075,RPD,2022/01/10 17:35:10.603+00
-8746996.97011338,4282696.18879372,661595,c03e237d-fd35-4186-85e6-a22b8ea90a56,P22000822,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,7500 BLOCK OLD WAKE FOREST RD,RALEIGH,RALEIGH,Northeast,2022/01/06 00:19:00+00,2022,1,5,19,Wednesday,35.8696207670001,-78.575610684,RPD,2022/01/08 17:12:18.007+00
-8740963.20858687,4280426.23929752,661600,1e8406af-938e-4d3c-85b3-2159af4dabb4,P22000831,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4800 BLOCK LANDOVER RIDGE DR,RALEIGH,RALEIGH,Northeast,2022/01/05 23:37:00+00,2022,1,5,18,Wednesday,35.8530949020001,-78.521408482,RPD,2022/01/18 23:16:13.600+00
-8746691.13818015,4282500.92986168,661601,e08e5be5-af64-456f-8f9d-7482d927a0ad,P22000832,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,7700 BLOCK OLD WAKE FOREST RD,RALEIGH,RALEIGH,Northeast,2022/01/05 20:20:00+00,2022,1,5,15,Wednesday,35.868199363,-78.572863349,RPD,2022/01/09 15:47:27.197+00
-8763932.67171943,4283226.40083192,661608,8341fa7f-5d75-400e-bb3e-8a92d97175b5,P22000842,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,8100 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Northwest,2022/01/06 02:40:00+00,2022,1,5,21,Wednesday,35.8734803620001,-78.7277466799999,RPD,2022/01/08 17:13:22.040+00
-8746185.03402269,4278090.14895811,661709,ec298bb8-43e8-42e8-b78b-5f20b2b9ec09,P22000799,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4400 BLOCK COBBLE CREEK LN,RALEIGH,RALEIGH,Northeast,2022/01/05 23:07:00+00,2022,1,5,18,Wednesday,35.8360839160001,-78.568316938,RPD,2022/01/11 15:24:25.680+00
-8756776.61859015,4279484.71749822,661727,a37b730f-a4a6-4a33-9252-d297c4a8db23,P22000876,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4700 BLOCK LUDWELL BRANCH CT,RALEIGH,RALEIGH,North,2022/01/06 12:21:00+00,2022,1,6,7,Thursday,35.8462393500001,-78.6634627609999,RPD,2022/01/11 22:51:52.137+00
-8755553.42978392,4270380.04444636,661732,59804b86-1403-4236-87b1-454265c090de,P22000883,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,800 BLOCK W MORGAN ST,RALEIGH,RALEIGH,Southwest,2022/01/06 13:57:00+00,2022,1,6,8,Thursday,35.7799144480001,-78.652474669,RPD,2022/01/08 17:14:38.889+00
-8755213.05507874,4281042.99015015,661737,85930053-21c3-4530-bac9-1725545c9b83,P22000892,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,5500 BLOCK DIXON DR,RALEIGH,RALEIGH,North,2022/01/06 14:36:00+00,2022,1,6,9,Thursday,35.8575853610001,-78.649417031,RPD,2022/01/14 02:26:34.790+00
-8749823.03034511,4280825.88486212,661751,7cdf64c7-232d-4516-ab1d-d997f48b3566,P22000916,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,5600 BLOCK OLD WAKE FOREST RD,RALEIGH,RALEIGH,North,2022/01/06 15:55:00+00,2022,1,6,10,Thursday,35.856004683,-78.600997615,RPD,2022/04/01 19:39:36.247+00
-8755348.52255007,4286566.0148223,661766,04252a7e-79aa-44e4-8a96-8aa6dccc7035,P22000939,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,8700 BLOCK SIX FORKS RD,RALEIGH,RALEIGH,North,2022/01/06 17:39:00+00,2022,1,6,12,Thursday,35.8977862340001,-78.650633956,RPD,2022/02/09 17:29:28.997+00
-8759066.88263928,4272207.2847919,661767,d234eaef-40f2-4b29-b6c6-58af67c299f4,P22000940,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3600 BLOCK HILLSBOROUGH ST,RALEIGH,RALEIGH,Southwest,2022/01/06 17:43:00+00,2022,1,6,12,Thursday,35.793229807,-78.6840365529999,RPD,2022/01/08 17:18:23.460+00
-8751674.99816688,4270500.16363136,661769,c49b51da-f388-491f-8a37-04b289164841,P22000942,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,0 BLOCK HILL ST,RALEIGH,RALEIGH,Southeast,2022/01/06 17:52:00+00,2022,1,6,12,Thursday,35.780789842,-78.6176341249999,RPD,2022/01/08 17:18:46.583+00
-8758515.91605912,4271792.65270995,661770,c87a2382-a48f-4ca9-8bd5-b412c5ad05cf,P22000944,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,0 BLOCK ROSEMARY ST,RALEIGH,RALEIGH,Southwest,2022/01/06 17:55:00+00,2022,1,6,12,Thursday,35.7902085200001,-78.679087136,RPD,2022/01/08 17:18:56.813+00
-8755656.65690433,4267556.2839698,661773,9b5555e0-b019-4258-8473-778d524b4b74,P22000951,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,1500 BLOCK CARALEIGH MILLS CT,RALEIGH,RALEIGH,Downtown,2022/01/06 18:08:00+00,2022,1,6,13,Thursday,35.759332919,-78.653401974,RPD,2022/01/08 17:19:27.563+00
-8751049.85584778,4279487.05199134,661775,03b594da-5e0b-4fd5-af45-d140a55df050,P22000955,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,1500 BLOCK SUNBOW FALLS LN,RALEIGH,RALEIGH,North,2022/01/06 18:29:00+00,2022,1,6,13,Thursday,35.846256349,-78.612018376,RPD,2022/01/08 17:19:49.247+00
-8743962.33867808,4293764.47663936,661777,85d244d3-84e3-4b65-b86e-edd00f76c59c,P22000961,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,11100 BLOCK BECKSTONE WAY,RALEIGH,RALEIGH,Northeast,2022/01/06 19:10:00+00,2022,1,6,14,Thursday,35.950151611,-78.5483501259999,RPD,2022/01/08 17:20:11.693+00
-8746542.35010722,4282121.87993003,661783,b8188c50-ccb9-42a3-b5a1-a1cb68c20349,P22000975,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,5900 BLOCK TRIANGLE TOWN BLVD,RALEIGH,RALEIGH,Northeast,2022/01/06 20:04:00+00,2022,1,6,15,Thursday,35.8654399640001,-78.571526763,RPD,2022/01/08 17:20:42.440+00
-8758233.5106448,4278578.48581328,661794,afcdbf26-f00f-4daf-86b0-06a9f03771e2,P22000993,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4300 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Northwest,2022/01/06 20:43:00+00,2022,1,6,15,Thursday,35.839640198,-78.676550245,RPD,2022/07/26 16:16:02.350+00
-8754555.19440282,4279110.48600218,661795,e1d0b075-5168-4375-9ab5-ed6060160b35,P22000995,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4600 BLOCK SIX FORKS RD,RALEIGH,RALEIGH,North,2022/01/06 20:22:00+00,2022,1,6,15,Thursday,35.843514274,-78.643507368,RPD,2022/01/11 02:44:33.910+00
-8748927.43910423,4279401.19038048,661802,4baa2bb3-bd1f-419c-addb-767d41f6943e,P22001006,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4700 BLOCK HOLLOWELL LN,RALEIGH,RALEIGH,North,2022/01/06 22:05:00+00,2022,1,6,17,Thursday,35.8456311310001,-78.592952382,RPD,2022/04/30 22:42:59.053+00
-8747587.70124017,4280329.66255705,661804,9c2f9ae1-9d19-49c6-9f12-7774e018f435,P22001009,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4900 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,North,2022/01/06 21:00:00+00,2022,1,6,16,Thursday,35.8523917200001,-78.5809173119999,RPD,2022/04/01 19:39:56.809+00
-8744882.15404203,4272827.71974681,661805,3a0df204-d452-408c-b2b8-c51e12aaa764,P22001010,LARCENY,35E,Larceny/Theft from Coin-Operated Machine,CRIMES AGAINST PROPERTY,4700 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2022/01/06 21:02:00+00,2022,1,6,16,Thursday,35.797750497,-78.556612968,RPD,2022/01/11 02:44:44.777+00
-8747184.24411725,4281868.64958415,661807,33c92d35-1bba-4cb4-ba74-615492c216ec,P22001018,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,3600 BLOCK SUMNER BLVD,RALEIGH,RALEIGH,Northeast,2022/01/06 22:10:00+00,2022,1,6,17,Thursday,35.86359645,-78.5772929949999,RPD,2022/01/09 15:50:08.957+00
-8747931.79757858,4272742.46478731,661809,46dee3a2-7557-45f3-ba4e-31b7f5a49d83,P22001019,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3500 BLOCK MAITLAND DR,RALEIGH,RALEIGH,Northeast,2022/01/06 22:52:00+00,2022,1,6,17,Thursday,35.797129317,-78.584008382,RPD,2022/01/25 17:44:41.240+00
-8752589.15761014,4275934.22872055,661828,f99143e6-0a8e-498e-92ec-0f07836d0290,P22001051,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,400 BLOCK E SIX FORKS RD,RALEIGH,RALEIGH,North,2022/01/07 00:16:00+00,2022,1,6,19,Thursday,35.8203816590001,-78.6258461589999,RPD,2022/01/09 15:51:33.537+00
-8758565.80143989,4283089.2884445,661831,fb290955-b44e-4956-8af3-cf1ae5c9cdc1,P22001053,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,6300 BLOCK CREEDMOOR RD,RALEIGH,RALEIGH,North,2022/01/07 00:29:00+00,2022,1,6,19,Thursday,35.872482292,-78.679535264,RPD,2022/01/09 15:51:54.757+00
-8755151.42538037,4262961.09833102,661851,74692623-bbc3-42c7-98d9-cea2f90e14da,P22001081,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3900 BLOCK S WILMINGTON ST,RALEIGH,RALEIGH,Downtown,2022/01/07 04:36:00+00,2022,1,6,23,Thursday,35.725828628,-78.648863402,RPD,2022/01/13 19:12:54.920+00
-8745505.54118672,4272942.49287664,661894,d0c9e061-508b-4e8a-9996-5e4bdcb08c2d,P22000969,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,4400 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Northeast,2022/01/06 19:22:00+00,2022,1,6,14,Thursday,35.798586743,-78.5622129499999,RPD,2022/01/26 02:19:00.277+00
-8770138.10281756,4288866.77359322,661905,28a717a4-2cf3-4cb1-bc19-9f973a2fa2f8,P22001111,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,7900 BLOCK SKYLAND RIDGE PKWY,RALEIGH,RALEIGH,Northwest,2022/01/07 11:16:00+00,2022,1,7,6,Friday,35.9145269270001,-78.783491016,RPD,2022/01/09 15:55:59.473+00
-8747184.24411725,4281868.64958415,661914,ec42864a-4892-4c85-9534-7bdf1c09c78c,P22001135,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,3600 BLOCK SUMNER BLVD,RALEIGH,Raleigh,Northeast,2022/01/06 17:37:00+00,2022,1,6,12,Thursday,35.86359645,-78.5772929949999,RPD,2022/01/09 15:57:25.653+00
-8745513.12159876,4282687.4192627,661921,7373e734-294e-4108-99f3-3d9df136bce0,P22001145,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,8200 BLOCK BERTINI RD,RALEIGH,RALEIGH,Northeast,2022/01/07 13:46:00+00,2022,1,7,8,Friday,35.8695569290001,-78.562281046,RPD,2022/04/25 20:39:36.317+00
-8754363.69827329,4278418.47788113,661926,2373abea-57b6-4878-a253-f71115db4633,P22001151,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4300 BLOCK SIX FORKS RD,RALEIGH,RALEIGH,North,2022/01/07 14:54:00+00,2022,1,7,9,Friday,35.8384749680001,-78.641787129,RPD,2022/01/09 15:58:50.720+00
-8752720.97302294,4275990.55666913,661930,d3b16907-1873-4114-b0ba-62ad2baa49a7,P22001159,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,300 BLOCK EAST SIX FORKS ROAD,RALEIGH,RALEIGH,North,2022/01/05 18:55:00+00,2022,1,5,13,Wednesday,35.820791953,-78.627030277,RPD,2022/01/10 13:14:15.340+00
-8743465.8769036,4294521.5661921,661933,fbf7b541-bcaf-498f-a181-e0565814c76a,P22001164,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,11700 BLOCK COPPERGATE DR,RALEIGH,RALEIGH,Northeast,2022/01/07 15:54:00+00,2022,1,7,10,Friday,35.9556570610001,-78.543890334,RPD,2022/01/09 16:00:06.060+00
